Wall time,Step,Value
1659662840.0790935,94,0.04473876953125
1659662841.372494,95,0.04473876953125
1659662842.6741724,96,0.044708251953125
1659662843.9941459,97,0.044677734375
1659662845.3162863,98,0.044677734375
1659662846.6458013,99,0.044647216796875
1659662847.9493961,100,0.04461669921875
1659662849.2568762,101,0.044586181640625
1659662850.5928638,102,0.0445556640625
1659662851.9015217,103,0.0445556640625
1659662853.2217753,104,0.044525146484375
1659662854.5285568,105,0.04449462890625
1659662855.8923678,106,0.04449462890625
1659662857.199101,107,0.044464111328125
1659662858.505588,108,0.04443359375
1659662859.8138173,109,0.044403076171875
1659662861.1341727,110,0.044403076171875
1659662862.4753132,111,0.04437255859375
1659662863.8050492,112,0.044342041015625
1659662865.1136322,113,0.04437255859375
1659662866.4402947,114,0.0443115234375
1659662867.7843502,115,0.044281005859375
1659662869.0675619,116,0.04443359375
1659662870.3508477,117,0.0443115234375
1659662871.6213105,118,0.0443115234375
1659662872.9566927,119,0.044189453125
1659662874.2806385,120,0.044158935546875
1659662875.6010554,121,0.0443115234375
1659662876.8949661,122,0.04412841796875
1659662878.1631315,123,0.044097900390625
1659662879.4604874,124,0.044158935546875
1659662880.736045,125,0.044219970703125
1659662882.0220633,126,0.044036865234375
1659662883.3265884,127,0.04400634765625
1659662884.6471426,128,0.043975830078125
1659662885.9584649,129,0.0439453125
1659662887.270747,130,0.043975830078125
1659662888.5808992,131,0.04412841796875
1659662889.8861322,132,0.044219970703125
1659662891.2172296,133,0.04388427734375
1659662892.5440376,134,0.0438232421875
1659662893.8530679,135,0.043853759765625
1659662895.135547,136,0.04412841796875
1659662896.4240317,137,0.04400634765625
1659662897.7243316,138,0.04376220703125
1659662899.0232713,139,0.043731689453125
1659662900.3442824,140,0.0439453125
1659662901.6875148,141,0.043853759765625
1659662903.0125487,142,0.0438232421875
1659662904.317962,143,0.04364013671875
1659662905.6174042,144,0.043609619140625
1659662906.9488025,145,0.0435791015625
1659662908.265004,146,0.043548583984375
1659662909.6033182,147,0.043548583984375
1659662910.9091957,148,0.04351806640625
1659662921.1208384,149,0.043487548828125
1659662928.8072944,150,0.04345703125
